pmcid,journal,year,title,has_xml,fetch_ok
PMC9000915,Cell,2022,Cryo-ET of Env on intact HIV virions reveals structural variation and positioning on the Gag lattice.,True,True
PMC8825346,Cell,2022,Respiratory mucosal delivery of next-generation COVID-19 vaccine provides robust protection against both ancestral and variant strains of SARS-CoV-2.,True,True
PMC9332140,Cell,2022,Mapping transcriptomic vector fields of single cells.,True,True
PMC8786632,Cell,2022,Multiple early factors anticipate post-acute COVID-19 sequelae.,True,True
PMC8808747,Cell,2022,Germinal center responses to SARS-CoV-2 mRNA vaccines in healthy and immunocompromised individuals.,True,True
PMC8784649,Cell,2022,SARS-CoV-2 vaccination induces immunological T cell memory able to cross-recognize variants from Alpha to Omicron.,True,True
PMC8786601,Cell,2022,"Immune imprinting, breadth of variant recognition, and germinal center response in human SARS-CoV-2 infection and vaccination.",True,True
PMC8776501,Cell,2022,A blood atlas of COVID-19 defines hallmarks of disease severity and specificity.,True,True
PMC8786603,Cell,2022,Structural and functional characterizations of infectivity and immune evasion of SARS-CoV-2 Omicron.,True,True
PMC8769922,Cell,2022,"SARS-CoV-2 breakthrough infections elicit potent, broad, and durable neutralizing antibody responses.",True,True
PMC8857049,Cell,2022,Tau interactome maps synaptic and mitochondrial processes associated with neurodegeneration.,False,False
PMC8758338,Cell,2022,Omicron's message on vaccines: Boosting begets breadth.,True,True
PMC8809252,Cell,2022,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches.,True,True
PMC8809251,Cell,2022,"Parallel analysis of transcription, integration, and sequence of single HIV-1 proviruses.",True,True
PMC8733278,Cell,2022,Receptor binding and complex structures of human ACE2 to spike RBD from omicron and delta SARS-CoV-2.,True,True
PMC8809250,Cell,2022,Engineered virus-like particles for efficient in vivo delivery of therapeutic proteins.,True,True
PMC8733787,Cell,2022,mRNA-based COVID-19 vaccine boosters induce neutralizing immunity against SARS-CoV-2 Omicron variant.,True,True
PMC9985924,Cell,2022,Fundamental behaviors emerge from simulations of a living minimal cell.,False,False
PMC8723827,Cell,2022,SARS-CoV-2 Omicron-B.1.1.529 leads to widespread escape from neutralizing antibody responses.,True,True
PMC8928745,Cell,2022,Comprehensive structure and functional adaptations of the yeast nuclear pore complex.,True,True
PMC8712270,Cell,2021,Complement activation induces excessive T cell cytotoxicity in severe COVID-19.,True,True
PMC8792442,Cell,2022,Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma.,False,False
PMC8740935,Cell,2022,Limb development genes underlie variation in human fingerprint patterns.,True,True
PMC8702401,Cell,2021,The Omicron variant is highly resistant against antibody-mediated neutralization: Implications for control of the COVID-19 pandemic.,True,True
PMC8695126,Cell,2021,Transmission from vaccinated individuals in a large SARS-CoV-2 Delta variant outbreak.,True,True
PMC8695127,Cell,2021,SARS-CoV-2 mRNA vaccination elicits a robust and persistent T follicular helper cell response in humans.,True,True
PMC8941949,Cell,2021,Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.,False,False
PMC8693473,Cell,2021,Of variants and vaccines.,True,True
PMC8724787,Cell,2021,The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.,True,True
PMC8656270,Cell,2021,Infodemics: A new challenge for public health.,True,True
PMC8639396,Cell,2021,Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.,True,True
PMC8626230,Cell,2021,SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.,True,True
PMC8686192,Cell,2021,Deciphering cell signaling networks with massively multiplexed biosensor barcoding.,False,False
PMC8822455,Cell,2021,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.",True,True
PMC8603072,Cell,2021,Population impact of SARS-CoV-2 variants with enhanced transmissibility and/or partial immune escape.,True,True
PMC8598942,Cell,2021,A defective viral genome strategy elicits broad protective immunity against respiratory viruses.,True,True
PMC8577993,Cell,2021,Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.,True,True
PMC8564600,Cell,2021,Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.,True,True
PMC8582084,Cell,2021,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.,True,True
PMC8658458,Cell,2021,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",True,True
PMC8595878,Cell,2021,De novo identification of mammalian ciliary motility proteins using cryo-EM.,False,False
PMC7616177,Cell,2021,From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.,True,True
PMC8519781,Cell,2021,Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.,True,True
PMC8584034,Cell,2021,Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.,True,True
PMC8563363,Cell,2021,"Cohesin mediates DNA loop extrusion by a ""swing and clamp"" mechanism.",True,True
PMC8462135,Cell,2021,Persistent progress.,True,True
PMC8452505,Cell,2021,Emergency drug use in a pandemic: Harsh lessons from COVID-19.,True,True
PMC10327439,Cell,2021,From microbial membrane proteins to the mysteries of emotion.,True,True
PMC8527836,Cell,2021,Microglia jointly degrade fibrillar alpha-synuclein cargo by distribution through tunneling nanotubes.,True,True
PMC9522471,Cell,2021,Building and supporting identity in peer review.,True,True
PMC8462133,Cell,2021,Delivering the message: How a novel technology enabled the rapid development of effective vaccines.,True,True
PMC8525514,Cell,2021,Parasitic modulation of host development by ubiquitin-independent protein degradation.,True,True
PMC8445744,Cell,2021,COVID-19 vaccines: Keeping pace with SARS-CoV-2 variants.,True,True
PMC8440233,Cell,2021,Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.,True,True
PMC8421097,Cell,2021,The emergence and ongoing convergent evolution of the SARS-CoV-2 N501Y lineages.,True,True
PMC8459317,Cell,2021,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",True,True
PMC8373821,Cell,2021,The interferon landscape along the respiratory tract impacts the severity of COVID-19.,True,True
PMC8367733,Cell,2021,Generation and transmission of interlineage recombinants in the SARS-CoV-2 pandemic.,True,True
PMC8480389,Cell,2021,Dual film-like organelles enable spatial separation of orthogonal eukaryotic translation.,True,True
PMC8445024,Cell,2021,TDP-43 condensation properties specify its RNA-binding and regulatory repertoire.,True,True
PMC8445025,Cell,2021,Whole-body integration of gene expression and single-cell morphology.,True,True
PMC8445022,Cell,2021,The genomic history of the Middle East.,True,True
PMC8802628,Cell,2021,Selective activation of PFKL suppresses the phagocytic oxidative burst.,True,True
PMC8357426,Cell,2021,Virus-encoded histone doublets are essential and form nucleosome-like structures.,True,True
PMC8375251,Cell,2021,The continuing search for the origins of SARS-CoV-2.,True,True
PMC8382160,Cell,2021,Functional diversity for body actions in the mesencephalic locomotor region.,True,True
PMC8313480,Cell,2021,Emergence of an early SARS-CoV-2 epidemic in the United States.,True,True
PMC8299217,Cell,2021,Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19.,True,True
PMC8382161,Cell,2021,Genome-wide gene expression tuning reveals diverse vulnerabilities of M. tuberculosis.,True,True
PMC8260498,Cell,2021,A selective sweep in the Spike gene has driven SARS-CoV-2 human adaptation.,True,True
PMC8358979,Cell,2021,Polyamine metabolism is a central determinant of helper T cell lineage fidelity.,True,True
PMC8357425,Cell,2021,Impaired neural replay of inferred relationships in schizophrenia.,True,True
PMC8281802,Cell,2021,Bacterial Vipp1 and PspA are members of the ancient ESCRT-III membrane-remodeling superfamily.,True,True
PMC8218332,Cell,2021,Reduced neutralization of SARS-CoV-2 B.1.617 by vaccine and convalescent serum.,True,True
PMC8232969,Cell,2021,In vitro and in vivo functions of SARS-CoV-2 infection-enhancing and neutralizing antibodies.,True,True
PMC8381240,Cell,2021,Endogenous retroviruses promote homeostatic and inflammatory responses to the microbiota.,True,True
PMC8185186,Cell,2021,"SARS-CoV-2 mRNA vaccination induces functionally diverse antibodies to NTD, RBD, and S2.",True,True
PMC8188299,Cell,2021,Identification of novel bat coronaviruses sheds light on the evolutionary origins of SARS-CoV-2 and related viruses.,True,True
PMC8240556,Cell,2021,Microbial exposure during early human development primes fetal immune cells.,True,True
PMC8179113,Cell,2021,The monoclonal antibody combination REGEN-COV protects against SARS-CoV-2 mutational escape in preclinical and human studies.,True,True
PMC8238499,Cell,2021,Integrated analysis of multimodal single-cell data.,True,True
PMC8142859,Cell,2021,An infectivity-enhancing site on the SARS-CoV-2 spike protein targeted by antibodies.,True,True
PMC8320529,Cell,2021,Secreted gelsolin inhibits DNGR-1-dependent cross-presentation and cancer immunity.,True,True
PMC8173604,Cell,2021,Profiling SARS-CoV-2 HLA-I peptidome reveals T cell epitopes from out-of-frame ORFs.,True,True
PMC8238498,Cell,2021,A global metagenomic map of urban microbiomes and antimicrobial resistance.,True,True
PMC8135257,Cell,2021,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,True,True
PMC8152891,Cell,2021,Tackling COVID-19 with neutralizing monoclonal antibodies.,True,True
PMC8142856,Cell,2021,Coupling of N7-methyltransferase and 3'-5' exoribonuclease with SARS-CoV-2 polymerase reveals mechanisms for capping and proofreading.,True,True
PMC8238500,Cell,2021,Lipolysis drives expression of the constitutively active receptor GPR3 to induce adipose thermogenesis.,True,True
PMC8142884,Cell,2021,Binding and molecular basis of the bat coronavirus RaTG13 virus to ACE2 in humans and other species.,True,True
PMC8208823,Cell,2021,Charting human development using a multi-endodermal organ atlas and organoid models.,True,True
PMC8162515,Cell,2021,Parental genome unification is highly error-prone in mammalian embryos.,True,True
PMC8096189,Cell,2021,High-resolution profiling of pathways of escape for SARS-CoV-2 spike-binding antibodies.,True,True
PMC8162424,Cell,2021,"A single-embryo, single-cell time-resolved model for mouse gastrulation.",True,True
PMC9751908,Cell,2021,Coming to America: Genomic surveillance and how B.1.1.7 arrived in the US.,True,True
PMC8064868,Cell,2021,Structural insight into SARS-CoV-2 neutralizing antibodies and modulation of syncytia.,True,True
PMC8208822,Cell,2021,Splice site m<sup>6</sup>A methylation prevents binding of U2AF35 to inhibit RNA splicing.,True,True
PMC8162421,Cell,2021,"A stony coral cell atlas illuminates the molecular and cellular basis of coral symbiosis, calcification, and immunity.",True,True
PMC8127963,Cell,2021,The genomic history of the Aegean palatial civilizations.,True,True
PMC8057738,Cell,2021,"Transmission, infectivity, and neutralization of a spike L452R SARS-CoV-2 variant.",True,True
PMC8127962,Cell,2021,Kinase-mediated RAS signaling via membraneless cytoplasmic protein granules.,True,True
PMC9010072,Cell,2021,"One world, one health.",True,True
PMC8054914,Cell,2021,"Characterizing genetic intra-tumor heterogeneity across 2,658 human cancer genomes.",True,True
PMC8099351,Cell,2021,Glioblastomas acquire myeloid-affiliated transcriptional programs via epigenetic immunoediting to elicit immune evasion.,True,True
PMC8024144,Cell,2021,The origins of viral infection sleuth.,True,True
PMC8082805,Cell,2021,SARS-CoV-2 RNA: Exclusive friends and common foes.,True,True
